_id,chapter,question,answer,bookmark,bookinAll,bookTime,rese
860,9,Volatile inhalants:,Substances that are easily vaporized and inhalable;  can be anything from hair spray to paint thinner,0,0,,
861,9,Withdrawal:,"A syndrome that occurs after a person who has become accustomed to a particular substance goes without that substance for a period of time;  symptoms typically involve shaking, chills, anxiety, and even seizures that result in death. ",0,0,,
862,10,A in AVPO stands for:,Alert,0,0,,
863,10,A in DCAP – BTLS stands for:,Abrasions,0,0,,
864,10,A rapid assessment:,A quick head to toe examination of the patient,0,0,,
865,10,A sign:,Any medical or trauma condition that can be observed and identified in the patient,0,0,,
866,10,A symptom:,Any non-observable condition described by the patient,0,0,,
867,10,Abrasion:,"A type of wound in which the dermis is scraped by an object, causing little blood loss but with increased danger of infection due to the amount of epidermis exposed",0,0,,
868,10,Amputation:,The complete separation of a body part from the body,0,0,,
869,10,Aneurysm:,"A ballooning of a blood vessel;  could be very dangerous, depending on location",0,0,,
870,10,Angulated:,"On an angle;  typically used to describe fractures, when a bone is noticeably out of place",0,0,,
871,10,Ascites:,Fluid accumulation in the abdomen;  could lead to hypo perfusion and respiratory compromise,0,0,,
872,10,Aspiration:,"Inhaling of foreign substances into the trachea, bronchial tree, and lungs",0,0,,
873,10,Aura:,"Visual, auditory, olfactory, or other sense of an impending seizure",0,0,,
874,10,auscultation ,listening for sounds within the body with a stethoscope,0,0,,
875,10,Auscultation:,To listen to the internal sounds of the body;  typically done with a stethoscope,0,0,,
876,10,Average vital signs for a 10 year-old:,"Pulse: 70-115, Respirations: 15-20, Blood Pressure: 100/60",0,0,,
877,10,Average vital signs for a 15 year-old:,"Pulse 70 -90, Respirations: 15-20, Blood Pressure: 110/65",0,0,,
878,10,Average vital signs for a 3 year-old:,"Pulse: 80-140, Respirations: 25-30, Blood Pressure: 85/50",0,0,,
879,10,Average vital signs for a 7 year-old:,"Pulse: 70-115, Respirations: 20-25, Blood Pressure: 95/55",0,0,,
880,10,Average vital signs for a newborn:,"Pulse: 120–160, Respirations: 40-60, Blood Pressure: 80/40",0,0,,
881,10,Average vital signs for an adult:,"Pulse 60-80, Respirations: 12-20, Blood Pressure: 120/80",0,0,,
882,10,AVPU ,"a mnemonic for alert, responds, to verbal stimulus, responds to painful stimulus, unresponsive, to characterize levels of responsiveness",0,0,,
883,10,Avulsion:,Forcible tearing away of tissue as a result of blunt-force trauma,0,0,,
884,10,B in DCAP – BTLS stands for:,Burns,0,0,,
885,10,baseline vital signs ,the first set of vital sign measurements to which subsequent measurements can be compared,0,0,,
886,10,Battle’s signs:,Ecchymosis (bruising) behind the ears that suggests a basilar skull fracture,0,0,,
887,10,Being alert and orientated times 3 or 4 means: ,"Who: they know who they are, Where: they know where they are, When: they know when it is, What: they know what you are there for or what the event is",0,0,,
888,10,blood pressure ,the force exerted by the blood on the interior walls of the blood vessels,0,0,,
889,10,blood pressure ,the pressure caused by blood exerting force against the walls of blood vessels. Usually arterial blood pressure is measured. There are two kinds .,0,0,,
890,10,brachial artery ,artery of the upper arm; the site of the pulse checked during infant CPR,0,0,,
891,10,Bradycardia:,Heart rhythm below 60 beats per minute in an adult; slow heart rate,0,0,,
892,10,Bradypnea:,"Slow breathing, usually below 8 breaths per minute",0,0,,
893,10,BSI stand for:,Body Substance Isolation,0,0,,
894,10,C in DCAP – BTLS stands for:,Contusions,0,0,,
895,10,capillary refill ,the amount of time it takes for capillaries that have been compressed to refill with blood,0,0,,
896,10,Capillary refill: ,The amount of time required to refill the capillary bed after applying and releasing pressure on a fingernail;  usually takes no more than 2 seconds;  a good indicator of shock in pediatrics,0,0,,
897,10,central pulses ,"the carotid and femoral pulses, which can be felt in the central part of the body",0,0,,
898,10,chief complaint ,the patient complaint that is the primary reason why the EMS crew was called to the scene,0,0,,
899,10,Chief complaint:,What the patient defines as the reason for needing EMS,0,0,,
900,10,Chief complaint:,Illness or injury for which the emergency medical system was activated,0,0,,
901,10,clammy ,"a moist, or a cool and moist, condition; often a characteristic of shock",0,0,,
902,10,Components of the ongoing assessment:,"Repeat initial assessment; Check mental status; Assess breathing rate and quality; Assess pulse rate and quality; Assess skin color, temperature, condition and perfusion; Reestablish patient priority, Record vital signs, Repeat the focused assessment, and Evaluate all interventions ",0,0,,
903,10,consensual reflex ,"same or similar reaction of the unstimulated pupil when the other pupil is stimulated, as when a light is shined into one pupil and both pupils contract",0,0,,
904,10,constricted ,"narrowed, made small",0,0,,
905,10,Contusion:,Hemorrhage that occurs beneath the skin; bruising,0,0,,
906,10,Convulsions:,"Seizure activity of the body, usually full body",0,0,,
907,10,Crackles:,Fine crackling sound on inhalation similar to hair being rubbed together close to the ear;  an indication of fluid in the lungs;  can also be called rales,0,0,,
908,10,Crepitation:,"The sound made when bone ends rub together, or when there is air inside the tissue",0,0,,
909,10,Crowing: ,"A long, high-pitched sound when a person inhales",0,0,,
910,10,cyanosis ,"a blue-grey color of the mucous membranes and/or skin, which indicates inadequate oxygenation or poor perfusion",0,0,,
911,10,Cyanosis:,Bluish-gray color indicative of poor circulation,0,0,,
912,10,D in DCAP – BTLS stands for:,Deformities,0,0,,
913,10,DCAP-BTLS,"deformities, contusions, abrasions, punctures, burns, tenderness, lacerations, swelling",0,0,,
914,10,Diastolic blood pressure:,The measurement of the pressure in an artery when the ventricles are at rest,0,0,,
915,10,"During the initial assessment, you should:","Determine a general impression of the patient, Determine level of consciousness, Assess any immediate life threats, Assess ABC's",0,0,,
916,10,"During the scene size-up,  you should identify: ","Scene is safe or not, The MOI/NOI, Number of patients, If additional help is necessary, Consider C-Spine stabilization",0,0,,
917,10,Dyspnea:,Difficulty breathing,0,0,,
918,10,Ecchymosis:,"The escape of blood from vessels under tissue, showing as a discoloration;  sometimes called a bruise;  caused by subcutaneous hemorrhage",0,0,,
919,10,Epistaxis:,Bleeding from the nose,0,0,,
920,10,Evisceration:,Traumatic opening of the abdominal cavity in which the intestines protrude to the outside,0,0,,
921,10,Flushing:,"Another name for redness;  usually, a sign of vessel dilation due to heat or a very late sign of carbon monoxide poisoning",0,0,,
922,10,Grunting:,A sound made when a patient in respiratory distress attempts to trap air to keep the alveoli open,0,0,,
923,10,Guarding:,Position in which the patient places his or her hands over a portion of the anatomy that is painful,0,0,,
924,10,Gurgling:,A liquid sound during breathing,0,0,,
925,10,Hemorrhage:,Excessive bleeding,0,0,,
926,10,Hives:,"Itchy, red blotches on the skin associated with allergic reactions",0,0,,
927,10,How often vitals should be reassessed in stable patients:,At least every 15 minutes,0,0,,
928,10,How often vitals should be reassessed in unstable patients:,At least every 5 minutes,0,0,,
929,10,Initial assessment:,First impression of a patient’s condition after scene size-up,0,0,,
930,10,Jaundice:,"Yellowish appearance of the skin, commonly caused by diseases of the liver",0,0,,
931,10,Jugular vein distention:,"When pressure on the right side of the heart builds up, causing a backup of fluid in the venous system;  seen as a distention of a patient’s jugular veins in the neck",0,0,,
932,10,L in DCAP – BTLS stands for:,Lacerations,0,0,,
933,10,Laceration:,Wound in which the skin is opened by a cut or tear,0,0,,
934,10,List of the vital signs: ,"Breathing, Circulation, Skin tone, Blood pressure, Pupils ",0,0,,
935,10,Lucid:,"When a patient is awake, alert, and aware",0,0,,
936,10,Lung sounds that resemble low,itched snoring or rattling are called - rhonchi,0,0,,
937,10,Malaise:,General feeling of illness,0,0,,
938,10,Mechanism of Injury (MOI):,The event or forces that caused the patient’s injury,0,0,,
939,10,Minimum data set:,The essential elements of patient and administrative data required for accurate and complete pre-hospital data collection,0,0,,
940,10,MOI questions for falls:,How far did the patient fall?  What did the patient land on?  What part of the patient's body hit first?,0,0,,
941,10,MOI questions for gunshot wounds:,What kind of gun was used?  What was the caliber of the bullets?  What was the distance of the gun to the patient?  Are multiple wounds present?,0,0,,
942,10,MOI questions for motor vehicles crashes:,How fast was the patient traveling?  What did the vehicle hit?  How much damage was done to the vehicle?  Were the occupants wearing seat belts or helmets?  Did the airbag deploy?,0,0,,
943,10,Narrow pulse pressure:,"The difference between the systolic blood pressure and the diastolic blood pressure is the pulse pressure. When there is a decrease in blood being ejected from the left ventricle (either from blood loss or left ventricular failure), the blood vessels constrict, causing diastolic pressure to remain the same.   However, since less blood is being ejected, the systolic pressure falls and the two types of pressures narrow together.",0,0,,
944,10,Nature of Illness (NOI):,"The patient’s description of the chief complaint, or why EMS was called",0,0,,
945,10,Normal breathing rate for adults ,12-20,0,0,,
946,10,Normal diastolic BP in adults ,60 to 90,0,0,,
947,10,Normal systolic BP in adults ,90 to 150,0,0,,
948,10,Numbness:,Loss of feeling;  also known as parasthesia,0,0,,
949,10,Objective information:,Information that you observe and see for yourself,0,0,,
950,10,Ongoing assessment:,The continuous monitoring of a patient while en route to a receiving facility,0,0,,
951,10,Open fracture:,A broken bone associated with an open wound,0,0,,
952,10,OPQ in OPQRST stands for:,"Onset, Provocation, Quality",0,0,,
953,10,Oriented:,"When the patient is aware of where, when, and who they are",0,0,,
954,10,Orthopnea:,Shortness of breath while lying flat,0,0,,
955,10,Orthostatic vital signs:,"Accomplished by lying the patient flat, and taking a pulse and blood pressure.  Next,  have the patient stand for 2 minutes and reassess.  If the difference increases by 10-20 bpm and the systolic blood pressure decreases by 10-20 mmHg, it is considered to be a positive orthostatic test, which typically indicates a significant loss of blood or fluid volume.",0,0,,
956,10,"Oximeter reading in a normal, healthy person ",96-100,0,0,,
957,10,P in AVPU stands for:,Painful,0,0,,
958,10,P in DCAP – BTLS stands for:,Penetrations/Punctures,0,0,,
959,10,Pallor:,Another name for paleness,0,0,,
960,10,Palpation:,Feeling with the hands and fingers,0,0,,
961,10,Paradoxical motion:,Opposite motion from the norm;  used to describe the effect when a flail segment moves in an opposite-to-normal direction during breathing,0,0,,
962,10,Paresthesia:,Loss of sensation or paralysis in an extremity,0,0,,
963,10,peripheral pulses ,"the radial, brachial, posterior tibial, and dorsalis pedis pulses, which can be felt at outlying points of the body",0,0,,
964,10,Pertinent characteristics of breathing ,"rate, rhythm, quality, depth",0,0,,
965,10,Postictal state:,State of unconsciousness following a seizure,0,0,,
966,10,pulse ,the rhythmic beats caused as waves of blood move though and expand the arteries,0,0,,
967,10,Pulse oximetry:,Measurement of oxygen perfusion;  measured by the infrared signature of red blood cells,0,0,,
968,10,Pulse pressure:,Difference between systolic and diastolic blood pressure,0,0,,
969,10,Pulsus paradoxus:,A decrease in pulse strength during inhalation,0,0,,
970,10,Raccoon sign:,"Ecchymosis (bruising and discoloration) around the eyes, which may be symptomatic of a basilar skull fracture",0,0,,
971,10,radial artery ,artery of the lower arm. It is felt when taking the pulse at the wrist,0,0,,
972,10,Radiating:,"When something is moving;  usually used to describe pain, when it moves or radiates from the point of origin to somewhere else",0,0,,
973,10,Rales:,Fine crackling sound on inhalation similar to hair being rubbed together close to the ear;  an indication of fluid in the lungs;  can also be called crackles,0,0,,
974,10,Rapid medical assessment:,Method of assessing an unconscious patient from head to toe to ascertain medical problems and check for injuries,0,0,,
975,10,Rapid trauma assessment:,Method of assessing an unconscious patient from head to toe to check for injuries if there is a substantial mechanism of injury,0,0,,
976,10,Reasons for inaccurate reading in the pulse oxymeter: ,"Significant blood loss, Hypothermia or excessive cold, Excessive movement, Nail polish on the finger, Carbon monoxide poisoning, Cigarette smokers may have falsely high readings due to carbon monoxide, and Anemia patients",0,0,,
977,10,Retractions:,"Depressions in the neck and chest cavity, indicating use of the accessory muscles for respiration; indicative of severe respiratory distress",0,0,,
978,10,RST in OPQRST stands for:,"Radiation, Severity, Time",0,0,,
979,10,S in DCAP – BTLS stands for:,Swelling,0,0,,
980,10,SAMPLE stands for:,"Signs and symptoms, Allergies, Medications, Pertinent past medical history, Last oral intake, Events leading to the injury or illness ",0,0,,
981,10,Scene size-up:,"The evaluation of the entire environment for possible risks to yourself, crewmembers, patients, or bystanders",0,0,,
982,10,Seizure:,Involuntary muscle tremors or loss of consciousness,0,0,,
983,10,Signs of internal bleeding include: ,"Bruising, swelling, and pain over vital organs; painful, swollen, or deformed extremities",0,0,,
984,10,Signs:,Objective measurements of a body’s response to illness and or injury,0,0,,
985,10,Snoring:,A sound that indicates the patient is unable to keep the airway open; the tongue is falling back into and partially obstructing the upper airway,0,0,,
986,10,Snoring:,"Sound made by a partial airway obstruction, usually the tongue",0,0,,
987,10,Status epilepticus:,Seizures that last longer than a few minutes or multiple seizures that occur without an intervening period of lucidity,0,0,,
988,10,Stridor:,A harsh sound heard during breathing that indicates an upper airway obstruction,0,0,,
989,10,Stridor:,"High-pitched, wheezing sound, indicating upper airway swelling or obstruction",0,0,,
990,10,Subjective Information:,Information obtained from the patient or family members that you can’t objectively say is true or false,0,0,,
991,10,Sucking chest wound:,"Open wound that extends into the lung cavity, causing deflation of the lung and a subsequent pneumothorax",0,0,,
992,10,Swelling:,Inflammation,0,0,,
993,10,Symptoms:,Subjective descriptions of various processes by a patient,0,0,,
994,10,Systolic blood pressure:,The measurement of the pressure in an artery when the ventricles are contracting,0,0,,
995,10,T in DCAP – BTLS stands for:,Tenderness,0,0,,
996,10,Tachycardia:,Sustained fast heart rate in excess of 100 beats per minute,0,0,,
997,10,Tachypnea:,Sustained fast respiration;  usually in excess of 20 breaths a minute,0,0,,
998,10,The detailed physical examination:,Designed primarily for trauma patient who may have hidden injuries that are not revealed in the initial assessment or focused history,0,0,,
999,10,Tracheostomy:,"Surgical opening in the neck, enabling a patient with an occluded airway to breathe",0,0,,
1000,10,Trending:,The process of comparing sets of vital signs or other assessment information over time,0,0,,
1001,10,Tripod position:,"Position that a patient in severe respiratory distress will assume, seated with arms to the side and rotated forward to assist in breathing",0,0,,
1002,10,Tunnel Vision:,"Focusing on a noncritical aspect of a situation, causing EMS to miss the real problem",0,0,,
1003,10,U in AVPU stands for:,"Unresponsive, not unconscious",0,0,,
1004,10,V in AVPU stands for:,Verbal,0,0,,
1005,10,V/Q match ,ventilation/perfusion match. this implies that the alveoli are supplied with enough air and that the air in the alveoli is matched with sufficient blood in the pulmonary capillaries to permit optimum oxygen and carbon dioxide exchange,0,0,,
1006,10,Wheezing:,A long high-pitched whistling sound,0,0,,
1007,10,Average vital signs for a 10 year-old: ,"Pulse: 70-115, Respirations: 15-20, Blood pressure: 100/60 ",0,0,,
1008,10,Average vital signs for a 15 year-old: ,"Pulse 70 -90, Respirations: 15-20, Blood pressure: 110/65, ",0,0,,
1009,10,Average vital signs for a 3 year-old: ,"Pulse: 80-140, Respirations: 25-30, Blood pressure: 85/50",0,0,,
1010,10,Average vital signs for a 7 year-old: ,"Pulse: 70-115, Respirations: 20-25, Blood pressure: 95/55 ",0,0,,
1011,10,Average vital signs for a newborn: ,"Pulse: 120-160, Respirations: 40-60, Blood pressure: 80/40 ",0,0,,
1012,10,Average vital signs for an adult: ,"Pulse 60-80, Respirations: 12-20, Blood pressure: 120/80 ",0,0,,
1013,10,Classic symptoms associated from cardiac ischemia or infarction:,"Dull substernal chest pain or discomfort; Respiratory distress; Nausea, vomiting; Diaphoresis",0,0,,
1014,10,Non-classic (atypical) symptoms associated from cardiac ischemia or infarction:,"Neck ache; Pressure in the chest; Pains in the back, breast, or upper abdomen; Tingling of the fingers; Unexplained fatigue or weight gain; Insomnia",0,0,,
1015,10,Referred pain,Pain that is felt in a location other than where the pain originates,0,0,,
1016,10,Signs and symptoms of generalized hyperthermia: ,"Muscle cramps; Weakness or exhaustion; Dizziness or fainting; Rapid heart rate; Altered mental status; Moist cool, pale skin; Nausea and vomiting; Abdominal cramps; ",0,0,,
1017,10,Signs and symptoms of internal bleeding: ,"Signs and symptoms of shock; Bleeding from any body orifice; Blood-tinged vomit or feces; Coffee ground vomit; Dark, tarry stool; Abdominal rigidity or tenderness; Distended abdomen ",0,0,,
1018,10,Signs and symptoms of shock: ,"Rapid and weak pulse; Pale or cyanotic skin; Cool clammy skin; Rapid shallow breathing; Restlessness and anxiety; Mental dullness or confusion; Nausea, vomiting, and thirst; Low or decreased blood pressure (late sign); ",0,0,,
1019,10,Signs and symptoms of shock: ,"Restlessness, anxiety, combativeness; Increased heart rate; Decreased capillary refill; Pale, cool clammy skin; Thirst; Decreasing level of responsiveness; Breathing changes; Nausea and vomiting; Decreased blood pressure; Cyanosis of nail beds, lips, and mucous membranes ",0,0,,
1020,10,Signs of adequate ventilation: ,"Good chest rise and fall, Heart rate returns to normal, Skin color improves ",0,0,,
1021,10,Signs of cardiac compromise: ,"Squeezing dull pain, Sudden onset of sweating, Difficulty breathing, Anxiety or irritability, Feeling of impending doom, Abnormal or irregular pulse rate, Discomfort in the abdomen, Nausea or vomiting; ",0,0,,
1022,10,Signs of inadequate breathing in a patient: ,"Difficulty breathing; Rate too fast or too slow, or irregular; Diminished or absent breath sounds; Unequal or inadequate chest expansion; Increased effort; Cyanosis; Noisy respirations; A patient in the tripod position; Change in level of responsiveness;",0,0,,
1023,10,Signs of mild hypoxia:,"Tachypnea; Dyspnea; Pale, cool, clammy skin; Tachycardia; Elevated blood pressure; Restlessness and agitation; Disorientation and confusion",0,0,,
1024,10,Signs of severe hypoxia:,"Tachypnea, Dyspnea, Cyanosis, Tachycardia that can lead to dysryhthmias, Confusion, Loss of coordination, Sleepy appearance, Altered mental status",0,0,,
1025,10,Tearing pain,Sharp pain that feels as if body tissues are being torn apart,0,0,,
1026,10,The opiate triade,"Coma, pin-point pupils, respiratory depression",0,0,,
1027,11,The signs and symptoms of appendicitis,"nausea, vomiting, umbilical pain, persistent pain in the RLQ",0,0,,
1028,11,The signs and symptoms of cholecystitis,Severe sudden RUQ or epigastric pain that often radiates to the shoulder. Sometimes bright green vomit.,0,0,,
1029,11,The signs and symptoms of pancreatitis,Pain in the epigastric area that may radiate to the back. ,0,0,,
1030,11,The signs and symptoms of peritonitis,Painful rigid abdomen,0,0,,
1031,11,"The signs and symptoms of renal colic, or kidney stones","Severe flank pain that often radiates to the groin area, often associated with nausea and vomiting. Sometimes pain upon urination. ",0,0,,
1032,11,Visceral pain,"A poorly localized, dull, and diffuse pain that arises from the abdominal organs or viscera",0,0,,
1033,11,Where does parietal pain originate?,From the parietal peritoneum,0,0,,
1034,11,Where does tearing pain originate?,Typically from the aorta and felt in the back,0,0,,
1035,11,Where does visceral pain originate?,From the organs within the abdomen,0,0,,
1036,11,bariatric ,having to do with patients who are significantly overweight or obese,0,0,,
1037,11,bariatrics ,medical management of obese patients,0,0,,
1038,11,Body Substance Isolation. BSI ,"Procedures used to protect the EMT from contact with communicable diseases, including the use of gloves, goggles, masks, and gowns.",0,0,,
1039,11,HEPA ,high-efficiency particulate absorption: a type of air filter,0,0,,
1040,11,Personal Protective Equipment. PPE ,Equipment that protects the EMS worker from infection and/or exposure to the dangers of rescue operations.,0,0,,
1041,11,personal protective equipment ,equipment that protects the EMS worker from infection and/or exposure to the dangers of rescue operations,0,0,,
1042,11,standard precautions ,a strict form of infection control that is based on the assumption that all blood and other body fluids are infectious,0,0,,
1043,11,Universal Precautions ,A set of guidelines published by OSHA that requires the employer and the employee to assume that all human blood and body fluids are infectious for blood borne pathogens.,0,0,,
1044,11,aspirin ,"a common household medication that will keep platelets from clumping together to form clots; also used as a pain reliever, as an anti-inflammatory agent, and to reduce fever",0,0,,
1045,11,Atrovent: Action ,Bronchodilator,0,0,,
1046,11,Atrovent: Contraindications ,"Allergy to drug, soybeans, peanuts, glaucoma",0,0,,
1047,11,Atrovent: Dose ,0.5 mg nebulized w/ 2.5 mL saline (3mL total),0,0,,
1048,11,Atrovent: Side Effects ,"Dry mouth, headache, gastrointestinal distress",0,0,,
1049,11,Boyle's law ,the concept that the volume of a gas is inversely proportionate to the pressure,0,0,,
1050,11,central intravenous catheter ,a catheter that is designed to deliver medication into the central circulation of the body,0,0,,
1051,11,chronic ,"long term, progressing gradually",0,0,,
1052,11,CNS depressants ,substances that inhibit or decrease central nervous system functions,0,0,,
1053,11,CNS stimulants ,substances that excite or increase central nervous system functions,0,0,,
1054,11,contraindications ,situations in which a medication should not be used,0,0,,
1055,11,dehydration ,an abnormally low amount of water in the body,0,0,,
1056,11,Dose of activated charcoal: ,Usually 50g doses,0,0,,
1057,11,Dose of aspirin: ,Usually 325mg doses,0,0,,
1058,11,Dose of epinephrine: ,"Can be between 0.3mg to 0.5mg, depending on size and severity ",0,0,,
1059,11,Dose of nitroglycerin: ,Usually .4mg doses,0,0,,
1060,11,Dose of Oral glucose: ,Usually given in 24g doses,0,0,,
1061,11,Dose: ,The amount of medication that should be administered,0,0,,
1062,11,Drug: ,Any substance that alters the body’s function when taken into the body ,0,0,,
1063,11,epinephrine ,"a hormone produced by the body. As a medication, it dilates respiratory passages and is used to relieve severe allergic reactions",0,0,,
1064,11,Epinephrine: ,"A hormone that is found in the body, but can be injected into a patient who is experiencing severe anaphylaxis;  the drug will cause the patient’s heart to race, blood pressure to rise, bronchioles to open up, and decreased capillary permeability",0,0,,
1065,11,Epinephrine: Action ,"vasoconstriction, bronchodilation",0,0,,
1066,11,Epinephrine: Contraindications ,"Glaucoma, shock other than anaphylactic, diabetes, cardiac problems, hypertension, pregnancy, meds include a beta blocker or MAOI",0,0,,
1067,11,Epinephrine: Dosage ,"Epi-Pen = 0.3mg, Epi-Pen Jr = 0.15mg (for <60 lbs)",0,0,,
1068,11,Epinephrine: Indications ,Anaphylaxis,0,0,,
1069,11,Epinephrine: Side Effects ,"Headache, palpitations, hypertension, tachycardia",0,0,,
1070,11,Generic name: ,The name of a medication listed in the U.S. Pharmacopoeia; the official name assigned to the medication;  the generic name is usually a simple form of the chemical name ,0,0,,
1071,11,Glucagon: Action ,increases blood glucose by stimulating liver to release stored glycogen,0,0,,
1072,11,Glucagon: Contraindications ,"allergy, hx of pheochromocytoma (tumor which secretes epinephrine)",0,0,,
1073,11,Glucagon: Dosage ,"1.0 mg for >44lbs, 0.5 mg for <44lbs, repeat in 20 min if no response",0,0,,
1074,11,Glucagon: Side Effects ,"hypotension, nausea, vomiting, respiratory distress",0,0,,
1075,11,Indication: ,The condition for which a medication may be used,0,0,,
1076,11,Inhalation:,A route of administration for medications in the form of a fine mist or a gas that are absorbed by the capillaries of the lungs ,0,0,,
1077,11,Injection: ,"A route of administration that is placed directly in the fat, muscle or underneath the skin of a patient;  not an EMT-B skill, with the exception of the auto injector, Epi-pen",0,0,,
1078,11,Intramuscular: ,Directly into the muscle,0,0,,
1079,11,Mechanism of action: ,How a medication affects the body ,0,0,,
1080,11,Medication administration “Five Rights”: ,"Right patient: Is the medication prescribed to the patient, and does this patient warrant administration of this medication?  Right medication: Make sure that the correct medication was selected.  Right route: Ensure that you understand how each medication should be administered.  Right dose: Understand the differences between adults and pediatrics, and how much a patient should be administered.  Right date: Make sure that the medication is not expired.",0,0,,
1081,11,Metered dose inhaler: ,"Device consisting of a plastic container and a canister of medication, used to inhale an aerosolized medication;  can be given to patients with asthma or COPD",0,0,,
1082,11,Nitroglycerin: ,"A medication that is used to treat cardiac patients with disease of the coronary arteries that deliver blood to the heart;  a major side effect is hypotension;  major contraindications are erectile dysfunction drugs, which are also vasodilators;  a potential side effect could be hypotension, which can lead to death ",0,0,,
1083,11,Official name: ,"Drugs meeting the requirements of the U.S. Pharmacopoeia or National Formulary are given an official name;  usually, the official name  is the generic name, followed by the initials U.S.P. or N.F.",0,0,,
1084,11,Oral glucose: ,"Simple sugar used in the body as the primary energy for cells;  without it, the brain cannot function properly.  Oral glucose is taken orally by a patient;  the patient must be awake and able to swallow to take it. There are no other contraindications. ",0,0,,
1085,11,Oxygen: ,"Odorless, tasteless, gas that is found in ambient atmosphere;  EMT can administer to patients via non-rebreather, or nasal cannula;  there are no contraindications for oxygen administration",0,0,,
1086,11,Pharmacology: ,"The science of drugs and study of their origin, ingredients, uses, and actions on the body",0,0,,
1087,11,Small-volume nebulizer: ,"Device used to create a fine vapor or mist containing a beta2-specific medication for inhalation;  typically, oxygen is used to aerosolize the medication as a patient breathes it through a t-shaped tube",0,0,,
1088,11,Sublingual: ,Under the tongue ,0,0,,
1089,11,Trade name of a drug: ,The name assigned by the company that sells a medication; trade names are copyrighted and carry the copyright symbol,0,0,,
1090,11,"When gases enter the bloodstream as the result of a damaged lung, it is called a(n) ",arterial gas embolism,0,0,,
1091,12,a group of diseases characterized by the pathological limitation of airflow in the airway that is not fully reversible. ,COPD,0,0,,
1092,12,aerobic ,"Containing oxygen; referring to an organism, environment, or cellular process that requires oxygen.",0,0,,
1093,12,agonal respirations ,gasping-type respirations that have no pattern and occur very infrequently; a sign of impending cardiac or respiratory arrest,0,0,,
1094,12,airway resistance ,the restriction of airflow that is related to the diameter of the airways,0,0,,
1095,12,Albuterol: Action ,Bronchodilator,0,0,,
1096,12,Albuterol: Contraindications ,Allergy,0,0,,
1097,12,Albuterol: Dose ,2.5 mg nebulized with 2.5 mL saline (for a total of 3mL),0,0,,
1098,12,Albuterol: Indications ,Acute bronchospasm due to asthma or COPD,0,0,,
1099,12,Albuterol: Side effects ,"Headache, tachycardia, hypertension",0,0,,
1100,12,alveolar ventilation ,the amount of inspired air that reaches the alveoli of the lungs,0,0,,
1101,12,an inflammation of the bronchi (medium size airways) in the lungs ,bronchitis,0,0,,
1102,12,apnea ,absence of breathing; respiratory arrest,0,0,,
1103,12,apnea monitor ,device that monitors breathing and emits a warning signal if breathing stops,0,0,,
1104,12,aspiration ,breathing a foreign substance into the lungs,0,0,,
1105,12,aspiration pneumonia ,inflammation of the lungs caused by the aspiration of vomitus or other foreign matter,0,0,,
1106,12,bag,Valve-mask (BVM) device - a positive pressure ventilation device that consists of a bag with a nonrebreather valve and a mask. The bag-valve device is connected to the mask or other airway,0,0,,
1107,12,bilevel positive airway pressure (BiPAP) ,a form of noninvasive positive pressure ventilation. The BiPap device delivers a continuous flow of air under pressure,0,0,,
1108,12,bradypnea ,a breathing rate that is slower than the normal rate,0,0,,
1109,12,bronchoconstriction ,constriction of the smooth muscle of the bronchi and bronchioles causing a narrowing of the air passageway,0,0,,
1110,12,bronchodilator ,a drug that relaxes the smooth muscle of the bronchi and bronchioles and reverses bronchoconstriction,0,0,,
1111,12,bronchospasm ,spasm or constriction of the smooth muscle of the bronchi and bronchioles,0,0,,
1112,12,carina ,the point at which the trachea splits into the right and left main stem bronchi,0,0,,
1113,12,"caused by loss of elasticity of the lung tissue, from destruction of structures supporting the alveoli, and destruction of capillaries feeding the alveoli. ",emphysema,0,0,,
1114,12,chronic obstructive pulmonary disease (COPD) ,umbrella term used to describe pulmonary diseases such as emphysema or chronic bronchitis,0,0,,
1115,12,compensated respiratory distress ,early respiratory distress,0,0,,
1116,12,compliance ,"the measure of the ability of the chest wall and lungs to stretch, distend, and expand",0,0,,
1117,12,continuous positive airway pressure (CPAP) ,a form of noninvasive positive pressure ventilation,0,0,,
1118,12,cricoid pressure ,pressure applied to the cricoid cartilage to compress the esophagus,0,0,,
1119,12,crowing ,a sound similar to that of a cawing crow that indicates that the muscles around the larynx are in spasm and beginning to narrow the opening to the trachea,0,0,,
1120,12,decompensated respiratory failure ,when the respiratory compensatory mechanisms have begun to fail and respiration becomes inadequate,0,0,,
1121,12,exhalation ,"a passive process in which the intercostal muscles and the diaphragm relax, causing the chest cavity to decrease in size and air to flow out of the lungs",0,0,,
1122,12,FiO2 ,fraction of inspired oxygen; the concentration of oxygen in the air we breathe,0,0,,
1123,12,Flow rates for nasal cannula ,1-6 L/min,0,0,,
1124,12,Flow rates for NRB ,12 to 15 L/min,0,0,,
1125,12,inhalation ,"an active process in which the intercostal muscles and the diaphragm contract, expanding the size of the chest cavity and causing air to flow into the lungs",0,0,,
1126,12,minute volume ,the amount of air breathed in during each respiration multiplied by the number of breaths per minute,0,0,,
1127,12,"Order of preference for artificial breathing techniques, best to worst ","Mouth to mask, 2-rescuer BVM, Flow-restricted O2 powered device, 1-rescuer BVM",0,0,,
1128,12,patent ,open and clear; free from obstruction,0,0,,
